Alexander De Luca,1,0
Heinrich Hussmann,1,0
S&#233;bastien Cuendet,1,0
Quentin Bonnard,1,0
Fr&#233;d&#233;ric Kaplan,1,0
Pierre Dillenbourg,1,0
Berke Atasoy,1,0
Jean-Bernard Martens,1,0
VinhTuan Thai,1,0
Siegfried Handschuh,1,0
Kyohyun Song,1,0
Gunhee Kim,1,0
Inkyu Han,1,0
Jeongyoung Lee,1,0
Ji-Hyung Park,1,0
Sungdo Ha,1,0
Denis Lalanne,1,0
Agnes Lisowska Masson,1,0
Sang-Su Lee,1,0
Youn-kyung Lim,1,0
Kun-pyo Lee,1,0
Honray Lin,1,0
Haakon Faste,1,0
Kyle Koh,1,0
Hyunjoo Song,1,0
Daekyoung Jung,1,0
Bohyoung Kim,1,0
Jinwook Seo,1,0
Jee Yeon Hwang,1,0
Henry Holtzman,1,0
Mitchel Resnick,1,0
Mathew J. Wilson,1,0
Max L. Wilson,1,0
Adam Darlow,1,0
Gideon Goldin,1,0
Ricardo Jota,1,0
Hrvoje Benko,1,0
Hiromi Nakamura,1,0
Homei Miyashita,1,0
Tersia Gowases,1,0
Roman Bednarik,1,0
Markku Tukiainen,1,0
Aubrey Baker,1,0
Laurian Vega,1,0
Tom DeHart,1,0
Steve Harrison,1,0
Katherine Isbister,1,0
Ulf Schwekendiek,1,0
Jonathan Frye,1,0
Rodrigo de Oliveira,1,0
Alexandros Karatzoglou,1,0
Pedro Concejero Cerezo,1,0
Ana Armenta Lopez de Vicu&#241;a,1,0
Nuria Oliver,1,0
Eric D. Ragan,1,0
Alex Endert,1,0
Doug A. Bowman,1,0
Francis Quek,1,0
Tom Bartindale,1,0
Rachel Clarke,1,0
John Shearer,1,0
Madeline Balaam,1,0
Peter Wright,1,0
Patrick Olivier,1,0
Scarlett R. Herring,1,0
Christina M. Poon,1,0
Geoffrey A. Balasi,1,0
Brian P. Bailey,1,0
Elizabeth Bales,1,0
William Griswold,1,0
Jasy Suet Yan Liew,1,0
Elizabeth Kaziunas,1,0
JianZhao Liu,1,0
Shen Zhuo,1,0
Matthew Crowley,1,0
Aur&#233;lia Heitz,1,0
Annika Matta,1,0
Kevin Mori,1,0
Banny Banerjee,1,0
Marco de S&#225;,1,0
Judd Antin,1,0
David Shamma,1,0
Elizabeth F. Churchill,1,0
Mirko Fetter,1,0
Maximilian Schirmer,1,0
Tom Gross,1,0
Lassi A. Liikkanen,1,0
Kai Kuikkaniemi,1,0
Petri Lievonen,1,0
Pauli Ojala,1,0
Diogo Cabral,1,0
Ur&#226;ndia Carvalho,1,0
Jo&#227;o Silva,1,0
Jo&#227;o Valente,1,0
Carla Fernandes,1,0
Nuno Correia,1,0
S. Shyam Sundar,1,0
Anne Oeldorf-Hirsch,1,0
Jon Nussbaum,1,0
Richard Behr,1,0
Matthew Berland,1,0
Taylor Martin,1,0
Tom Benton,1,0
Carmen Petrick,1,0
Martijn Vastenburg,1,0
Natalia Romero Herrera,1,0
Daniel Van Bel,1,0
Pieter Desmet,1,0
Aras Balali Moghaddam,1,0
Jeremy Svendsen,1,0
Melanie Tory,1,0
Alexandra Branzan Albu,1,0
David Lehrer,1,0
Janani Vasudev,1,0
Dmitry Lagun,1,0
Eugene Agichtein,1,0
Alex Kuhn,1,0
Brenna McNally,1,0
Clara Cahill,1,0
Chris Quintana,1,0
Elliot Soloway,1,0
Chaochao Chen,1,0
Johan Kildal,1,0
Jakita Thomas,1,0
Yolanda Rankin,1,0
Matthew Tuta,1,0
Eric Mibuari,1,0
Graham Wilson,1,0
Stephen A. Brewster,1,0
Martin Halvey,1,0
Derek Foster,1,0
Conor Linehan,1,0
Shaun Lawson,1,0
Ben Kirman,1,0
Thomas S. Tullis,1,0
Donna P. Tedesco,1,0
Kate E. McCaffrey,1,0
Young Seok Lee,1,0
Santosh Basapur,1,0
Shirley Chaysinh,1,0
Crysta Metcalf,1,0
Young Seok Lee,1,0
Craig Garfield,1,0
Noel Massey,1,0
Shirley Chaysinh,1,0
Sana Hassan,1,0
Amartya Banerjee,1,0
Jesse Burstyn,1,0
Audrey Girouard,1,0
Roel Vertegaal,1,0
Karolina Chmiel,1,0
Agnieszka Matysiak Szostek,1,0
Slade Mitchell,1,1
Solange Karsenty,2,4
Soshiro Kuzunuki,1,10
Sri Hastuti Kurniawan,3,3
St&#233;phane Conversy,2,9
Stacey L. Ashlund,2,1
Staffan Bj&#246;rk,5,30
Staffan Romberger,1,0
Staffan Truv&#233;,1,0
Starr Roxanne Hiltz,3,4
Stefaine Rather,1,0
Stefan Junestrand,1,2
Stefan Laser,1,24
Stefan Schlechtweg,1,12
Stefanie N. Lindstaedt,1,1
Steffen Pauws,1,8
Steinar Kristoffersen,2,23
Stellan Ohlsson,1,7
Sten-Olof Hellstr&#246;m,1,0
Stephan&#233; Chatty,1,5
Stephanie Rosenbaum,23,54
Stephanie Worley,1,4
Stephen B. Barton,2,2
Stephen J. Boies,1,0
Stephen Boor,1,19
Stephen A. Brewster,12,101
Stephen Brewster,14,271
Stephen A. Gilbert,1,4
Stephen S. Intille,4,85
Stephen Kamlish,1,0
Stephen W. Mereu,1,15
Stephen Naumann,1,0
Stephen M. Pizer,1,0
Stephen Sutton,1,3
Steve Audia,1,49
Steve B. Cousins,3,3
Steve Cousins,2,29
Steve Miale,1,2
Steve Sistare,1,1
Steve Whitaker,1,2
Steven J. Clarke,1,0
Steven M. Drucker,6,95
Steven Drucker,1,3
Steven P. Frysinger,1,1
Steven Ihde,1,116
Steven M. Jacobs,1,0
Steven Just,1,0
Steven E. Poltrock,1,0
Steven Poltrock,8,19
Steven L. Rohall,1,7
Steven L. Sauter,1,0
Steven J. Stratford,1,27
Steven L. Teal,1,17
Stuart K. Card,31,1478
Stuart Laughton,1,2
Stuart M. McGuigan,1,14
Sture H&#228;gglund,1,0
Sue Long,1,23
Sumi Kin,2,3
B. T. Zanden,1,14
Suneela R. Joshi,1,2
Suresh K. Bhavnani,9,68
Susan Adam,1,21
Susan Bovair,1,3
Susan E. Brennan,3,30
Susan Brennan,1,14
Susan Davies,3,9
Susan Dziadosz,1,14
Susan F. Ehrlich,2,21
Susan R. Fussell,4,25
Susan Harker,1,0
Susan M. Harrison,1,14
Susan Hopper,1,4
Susan B. Hornstein,1,1
Susan E. Kahler,1,133
Susan S. Kirschenbaum,2,3
B. J. Fogg,1,2
Susan E. McDaniel,3,13
Susan McDaniel,1,1
Susan Motte,1,1
Susan Palmiter,2,21
Susan Harkness Regli,2,25
Susan Erlich Rudman,1,5
Susan Salis,1,0
Susan M. Williams,1,1
Susanne Boll,1,3
Susanne Maass,1,11
Sushil J. Louis,1,2
Susumu Tachi,2,22
Suzanne H. Nguyen,1,1
Suzanne Roberts,1,2
Suzanne J. Weghorst,1,3
Suzanne Weghorst,3,19
Suzanne P. Weisband,1,1
Suzanne Weisband,1,9
Suziah Sulaiman,1,0
Suzy Czarkowski,2,0
Bakhtiar Mikhak,2,41
T. Bikson,1,2
T. F. Collura,1,0
T. Hoeber,1,0
T. K&#252;hme,1,0
T. Malone,1,2
Barbara Bullock,1,14
Barbara L. Chalfonte,1,38
Barbara Diekmann,1,12
T. V. Raman,2,13
Barbara Hayes-Roth,2,9
Tad Hirsch,1,3
Tadao Ichikawa,1,5
Barbara McManus,1,9
Takafumi Miyatake,3,44
Taketo Naito,1,27
Tammy Heiserman,1,5
Tammy Lowry,1,1
Tamotsu Murakami,3,17
Barbara Tversky,3,23
Barbara M. Wildemuth,1,4
Tari Fanderclai,2,2
Tarra Fiegel,1,56
Tatu Kauppinen,1,67
Barbee T. Mynatt,1,6
Barbee Teasley,3,1
Ted Kirkpatrick,1,1
Ted O'Grady,1,2
Ted Selker,2,1
Tedde van Gelderen,1,0
Tej Anand,1,1
Barrett S. Caldwell,1,0
Terrel Hoffman,1,0
Barry Beith,1,0
Terry Winograd,3,33
Tessa A. Lau,1,44
Barry A. T. Brown,1,27
Thaddeus R. Crews,1,0
Thang D. Nguyen,1,1
Thea Turner,2,6
Thecla Shiphorst,1,3
Barry J. Fishman,2,0
Theodore Phelps,1,0
Thierry Pun,2,5
Thom Verratti,3,32
Thomas Binder,2,15
Thomas Drby,1,0
Thomas Elwert,1,1
Thomas Erickson,4,18
Barry Linnett,1,2
Thomas Ferrin,1,0
Thomas A. Finholt,2,48
Thomas A. Furness,1,2
Thomas Gionfriddo,1,62
Thomas M. Graefe,3,1
Thomas Grechenig,1,1
Thomas K. Landauer,8,91
Thomas W. Malone,4,73
Thomas Malone,2,1
Thomas W. Mastaglio,1,1
Thomas Mastaglio,1,29
Thomas G. McNeill,1,9
Thomas Milligan,1,97
Thomas K. Rodriguez,1,15
Thomas Schwab,1,36
Thomas Plaisant Schwenn,1,27
Thomas G. Whisenand,1,3
Thyra L. Rauch,3,1
Tim Bickmore,1,2
Tim McCandless,1,151
Tim McKay,2,0
Tim Stamper,1,29
Timo Kinnunen,1,4
Timothy W. Bickmore,2,26
Timothy Bickmore,5,72
Timothy J. Breen,1,3
Timothy A. Lacey,2,3
Timothy P. McCandless,1,10
Todd Cass,1,8
Todd Hovanyecz,1,5
Todd J. Johnsgard,1,12
Todd Kemp,1,0
Tom Blackie,1,9
Tom W. Calvert,1,0
Tom Djajadiningrat,1,1
Tom Hinrichs,1,1
Tom Lanning,2,4
Tom Malone,1,0
Tom Rodden,1,12
Bay-Wei Chang,1,16
Tomas Sokoler,3,94
Tomasz Mazuryk,1,1
Tommy Burnette,2,57
Tommy Enqvist,1,50
Tommy Nordqvist,1,12
Tomohiko Arikawa,1,4
Tomonari Kamba,2,29
Tomoyuki Ishiyama,1,1
Tone Bratteteig,1,0
Becky Hill,1,1
Tony Lovell,1,0
Tony Pridmore,2,56
Tony Solomonides,1,2
Torsten Holmer,1,168
Toru Sadakata,1,17
Toshifumi Arai,3,69
Toshiki Yamaoka,1,0
Toshio Taguchi,1,6
Toshiyuki Asahi,1,2
Tovi Grossman,10,197
Tracy Jennings,1,1
Tracy Narine,3,34
Trevor Pering,1,7
Tunhow Ou,1,16
Ben B. Bederson,1,19
Ben Chun,1,67
Uhl Albert,1,12
Ben Loh,1,5
Ulla Merz,1,1
Ben McGarry,1,15
Ulrike Lechner,1,0
Ben Reaves,2,18
Ben Resner,1,57
Ben Schleimer,1,54
Ben Shneiderman,1,4
Upendra Shardanand,1,571
Urban Nulden,4,22
Urs Muller,1,17
Uta Pankoke-Babatz,1,11
Uwe Leonhardt,1,14
Uwe Malinowski,4,3
Uwe Meier,1,8
Uwe Zdun,1,5
Benedikte Harstad Kallak,1,8
Bengt Alhstr&#246;m,1,0
Bengt Goransson,1,6
Bengt Wahrolen,1,0
Benjamin B. Bederson,17,609
Benjamin A. Knott,1,0
V. Pouzol,1,19
Benjamin Lok,1,5
V. Schoenberg,1,2
Benjamin L. Somberg,1,15
Vadim Gorokhovsky,1,64
Valerie L. Shalin,2,5
Vanessa Colella,2,88
Beno&#238;t Lemaire,2,3
Verena Giller,7,68
Vibhu O. Mittal,1,4
Vicki Lundmark,1,2
Vicki L. O'Day,4,75
Victor Bayon,3,118
Victor Nolet,1,5
Victor Su,3,46
Victoria C. Miles,1,19
Victoria Nilsson,3,2
Vikki Fix,1,2
Vildan Tanriverdi,1,22
Vincent Barnes,1,1
Virginia Allen-Terry,1,0
Virginia Howlett,2,0
Virginia Z. Ogozalek,2,6
Virginia A. Peck,1,19
Vittorio Castelli,1,8
Vivienne Begg,2,3
Volker Paelke,3,1
Volkmar Hovestadt,1,0
Bernard J. Jansen,1,3
W. A. Bailey,3,13
W. Bennett,1,13
W. G. Cole,2,6
W. B. Croft,1,1
W. Keith Edwards,12,328
W. T. Hunt,1,0
W. Judd,1,1
W. Kintsch,1,3
W. Randall Koons,2,3
W. A. Nowlan,1,2
Wai-Tat Fu,1,7
Walter Holladay,2,0
Walter Johnson,3,50
Warren Robinett,1,0
Wayne A. Bailey,1,3
Wayne Citrin,1,0
Wayne G. Lutters,6,48
Wayne C. Neale,2,33
Bernhard Suhm,5,27
Wei-Ying Ma,1,10
Wen-Syan Li,1,3
Wendy A. Kellogg,15,263
Wendy Kellogg,3,2
Wendy Lucas,1,0
Wendy E. Mackay,14,151
Wendy C. Newstetter,1,26
Wendy Plesniak,1,3
Werner Blohm,1,0
Werner Geyer,4,43
Whitman Richards,1,4
Whitney Quesenbery,2,7
Wilhelm Valder,1,0
Wiliam B. Cowan,1,3
Will Hill,7,223
Willard S. Harris,1,0
William Beeman,1,0
William E. Bennett,1,1
William L. Bewley,1,32
William L. Chapin,2,3
William J. Clancey,1,0
William H. Cushman,1,6
William M. Duane,1,4
Bertrand Rigot,1,5
William G. Griswold,2,13
William Hargreaves,1,1
William Janssen,1,124
William Joseph King,2,9
Beth Donegan,1,12
Beth M. Lange,1,17
Beth Mazur,1,0
William J. McIver,1,10
William J. Miller,1,9
William Mosteller,1,0
William C. Ogden,1,3
Bethany Smith,1,2
William Ruh,1,0
William Scherlis,4,35
William A. Stubblefield,2,2
William J. Tolone,1,0
William L. Verplank,1,32
William Verplank,1,28
William Weiland,1,1
William York,1,120
William Yurcik,1,6
William van Melle,4,102
Wojciech Basalaj,1,63
Wolff Daniel Dobson,1,0
Wolfgang Doster,1,0
Wolfgang H&#252;rst,1,4
Wolfgang Huerst,1,4
Wolfgang Reischl,2,170
Beverly I. Kedzierski,1,6
Bill Adams,1,4
Yacine Bellik,3,5
Bill Hefley,3,1
Yannis E. Ioannidis,1,1
Yasuhiro Yamamoto,2,21
Yasuhito Suenaga,2,4
Yasushi Nakauchi,1,0
Yasutomo Nakayama,1,0
Yasuyuki Yanagida,2,5
Bill Plummer,1,0
Bill N. Schilit,8,235
Bill Schilit,4,23
Bill Segall,1,18
Bill Serra,1,67
Yngve Sundblad,1,1
Yngve Sundblad,3,70
Billy W. Hensley,1,15
Yoshinori Hara,2,3
Yosuke Takashima,2,4
Young Harvill,1,51
Yuichi Bannai,1,0
Yuichiro Anzai,1,0
Yuji Ayatsuka,6,32
Yukio Fukui,1,1
Birgit Bomsdorf,4,19
Yunqi Sun,1,23
Yunwen Ye,1,1
Yutaka Kasahara,1,0
Yutaka Yamauchi,1,4
Yves Guiard,10,180
Yvonne Andres,1,2
Yvonne W&#230;rn,3,0
Yvonne Waern,1,0
Bj&#246;rn Pehrson,1,0
Zeenet Jetha,1,0
Zhao Cuie,1,1
Blaine Price,1,1
Zs. Ruttkay,1,0
randy Day,1,2
s. Boies,1,13
 DeSanctis,1,1
 Ing,1,1
Bo&#382;ena (Boba) Mannov&#225;,1,0
Bo-Chieh Yang,1,12
Bob Ensor,1,7
Bob Hendley,1,3
Bob Hendrich,2,0
Bob Kummerfeld,1,4
Kara Pernice Coyne,1,0
Bob Radlinski,1,0
Bob Rehder,1,0
Bob Spence,3,33
Bob Terwilliger,1,0
Peter Hodgson,1,1
Bonnie E. John,39,372
Bonnie John,2,15
Donna Dufner,1,0
Bonnie A. Nardi,12,92
Gillian M. Wilson,3,19
Ronald L. Boring,3,5
Boriana Koleva,5,73
Helen C. Purchase,2,27
Boris M. Velichkovsky,1,17
A. F. Aucella,1,7
A. J. Cecala,1,0
A. Wichansky,1,0
B. S. Kimerer,1,1
Brad Blumenthal,1,2
C. T. Meadow,1,7
C. Schafer,1,5
Brad A. Myers,53,738
Brad Myers,5,52
D. W. Dearholt,1,6
D. E. Egan,1,6
D. H. Hix,1,2
D. K. Lewart,1,6
D. D. Steiner,1,2
Brad Weed,2,3
Brad Vander Zanden,2,30
D. L. Warren,1,4
Bradford W. Hesse,1,1
E. Muncher,1,12
F. A. Turbak,1,28
G. Olson,1,10
H. D. Bocker,1,19
H. Nieper,1,19
J. K. Rosenberg,1,37
Brenda J. Burkhart,1,0
Brenda Burkhart,2,3
J. Van Praag,1,7
K. Assunto,1,1
K. H. Bergendorff,1,14
K. F. Bury,1,0
K. P. Fahnrich,1,4
K. B. Gaylin,1,11
K. R. Grant,1,28
K. R. Paap,1,6
K. Potosnak,1,5
L. S. Bohn,1,2
L. Boyes,1,5
L. Gugerty,1,10
L. H. Nakatani,1,6
L. Quinn,1,6
L. W. Ruedisueli,1,6
L. Scadden,1,10
M. J. Burns,1,4
Brent Reeves,2,32
M. S. Schlager,1,3
Brett Ahlstrom,2,5
N. Cunniff,1,8
Brett Milash,2,116
N. L. Grischkowsky,1,14
Brian Amento,7,79
P. George,1,18
P. M. Hawley,1,6
Brian L. Avery,2,20
P. Orwick,1,2
P. Reed,1,0
P. N. Tarlton,1,2
R. Dannenberg,1,0
R. A. Duisberg,1,30
R. W. Holt,1,0
R. Pew,1,1
S. Boies,1,1
Brian D. Ehret,5,16
S. Weisgerber,1,5
T. R. Barstow,1,2
Brian J. Foley,1,1
T. Landauer,1,0
T. M. Spine,1,18
V. Ogozalek,1,7
Brian Hansen,1,3
Brian Harp,1,0
Brian Haupt,1,11
W. C. Ogden,1,3
Brian S. Johnson,1,0
Gunnar W. Klau,1,15
Lennart Fahl&#233;n,1,0
A. J&#248;rgensen,1,20
A. Rollins,1,2
Adam V. Reed,1,1
Alan S. Neal,3,12
Aleta M. Gruchacz,1,8
Andrew M. Fregly,1,0
Ann Janda,1,0
Brian L. Plante,1,3
B. Constantine,1,2
Barbara S. Isa,1,1
Brian J. Reiser,2,15
Carlos A. Cordova,1,4
Celeste S. Magers,1,9
Charlotte D. Mooers,1,1
Cheryll Bowers,1,4
Daniel E. Hendricks,1,0
David M. Gilfoil,1,5
David G. Hopelain,1,0
David E. Peterson,1,2
Deborah H. Johnson,1,5
Dennis M. Irons,1,1
Dhiraj K. Sharma,1,8
Duncan C. Miller,1,0
E. Conway,1,2
Brian Starr,1,11
Brian Stearns,1,1
Brian A. Stone,1,133
Elaine B. Kerr,1,3
Elizabeth Kruesi,1,0
Elizabeth Zoltan,1,1
Eloise S. Wikler,1,1
Eugene Ball,1,3
Evangeline A. Wheeler,1,8
Garry R. Kampen,1,0
Gerrit E. DeYoung,1,0
J Howard Botterill,1,2
J. Hopson,1,2
J. W. Lewis,1,3
J. A. Maalouf,1,0
J. Morton,1,4
J. Sokolov,1,2
James E. Allison,1,0
James A. Galambos,1,1
Brid O'Conaill,3,63
James M. Topolski,1,0
Brigham Bell,1,9
John Durrett,1,0
Brigitta Domik,1,0
John A. Rohrlich,1,13
Brigitte Jordon,1,1
Kevin F. Bury,1,1
L. H. Geyer,1,0
A. Diana,1,0
Britt J&#246;nsson,1,0
Britt McAlister,1,27
Lisa J. Folley,1,3
Lorenzo De Leon,1,1
Britta Lenzmann,1,0
M. L. Monty,1,2
M. Nickson,1,3
Mark E. Revesman,1,1
Bronwen Taylor,1,0
Melissa L. Monty,1,31
Merle F. Poller,1,1
Michael G. Samet,1,0
Milos Konopasek,1,0
N. Sondheimer,1,8
Nancy Haskell,1,2
Bruce W. Ballard,1,1
Panayotis Eric DeVaris,1,0
Paul Roller Michaelis,2,5
Penny L. Smith,1,7
R. James Evey,1,1
R. Wherry,1,2
Ralph E. Geiselman,1,0
Randall R. Harris,1,0
Richard E. Cordes,1,1
Richard E. Granda,1,11
Richard C. Teitelbaum,1,11
Roger M. Simons,2,11
Rohn J. Petersen,1,1
Ronald Webb,1,0
S. M. Gupta,1,0
Scott A. McEwen,1,1
Sharon Murrel,1,5
Susan R. Brooks,1,3
Susan K. Garter,1,1
T. W. Butler,1,8
T. Kaczmarek,1,8
Teresa Bleser,1,22
Theron Stimmel,1,0
Thomas W. Barnhart,1,1
Bruce H. Fetz,1,0
Timothy Post,1,1
U. Br&#228;uninger,1,0
Valor S. Dodd,1,0
W. K. Epple,1,0
W. Zachary,1,2
William G. Harris,1,1
Craig Ganoe,1,1
Dan Yocum,1,0
Glenda Revelle,2,6
James Fogarty,7,181
Juan P. Casares,1,0
Laura Dabbish,4,249
Melissa Dawe,2,32
Philip Isenhour,3,37
Jim Christensen,1,72
Bruce Warren,1,0
Kelly Dobson,4,11
Anna Elizabeth Hagstr&#246;m,1,85
Nicole Leduc,1,85
Bruce &#8220;Tog&#8221; Tognazzini,1,0
Brian P. Bailey,10,164
Katherine Malan,1,1
Emile Morse,1,3
Jeffrey D. Campbell,2,1
Carsten Magerkurth,3,21
Thorsten Prante,2,19
Fredrik Winberg,1,2
Jens Grossklags,1,7
Joan Morris DiMicco,2,12
Ka-Ping Yee,6,272
Huatong Sun,1,1
Sarah Waterson,1,12
Fiona Fui-Hoon Nah,1,1
Fredrik Espinoza,3,20
Markus Bylund,1,6
Emmanuel Pietriga,1,6
Daniel Avrahami,3,84
Fran&#231;ois Guimbreti&#232;re,1,13
Gregory M. Corso,1,3
Kurt Partridge,1,1
Mark Bilezikjian,2,21
Peter Tandler,1,12
Selina Chu,1,0
Allan G. Haggett,1,0
Andrew A. Beveridge,2,0
Ann K. Blombach,1,0
Carolyn P. Steinhaus,1,0
Charles G. Renfro,1,0
Christopher J. Gordon,2,0
Denis Castonguay,1,0
Diana Gail Egly,1,6
Don Hatfield,1,1
Egon E. Loebner,2,4
Eleanor E. Fik,1,0
Erik W. Austin,1,0
G. P. Ingargiola,1,5
Harold Benenson,1,0
Helmut Wilke,1,0
Howard R. Prouse,1,0
Ingrid D. Glasner,1,2
Bud Lassiter,1,28
Jan Oldervoll,1,0
Janet K. Vavra,1,0
Jennifer A. Norris,1,0
John Boates,1,0
John Henize,1,0
John R. McFadden,1,0
Keith T. Wescourt,1,6
Kenneth Janda,1,0
M. W. Read,1,0
Malcolm S. Cohen,1,0
Martha C. Dean,2,0
Max Krause,1,0
Michael Preston,1,0
Michael B. Zartman,2,0
Mike Barnes,1,1
Morton V. Malin,2,0
N. Relles,1,5
N. K. Sondheimer,1,5
Oystein Reigem,1,0
Pat Mohlot,1,0
Paul Beynon Davies,1,0
Paul J. Strand,1,0
Rebecca D. Dixon,1,0
Richard M. Cohn,1,0
Richard I. Land,1,0
Robert S Fenchel,1,4
Santa M. Traugott,1,0
Sherry Weinberg,1,2
Shi-kuo Chang,1,0
Steve D. Gadol,1,2
Steven D. Gadol,1,2
Susan M. Horvath,1,0
Susanne S. Cochran,1,0
Sylvia J. Barge,1,0
Thomas H. Ohlgren,1,0
Tina G. Bixby,1,0
William Bezdek,1,0
William R. Dahms,1,0
Wm. Max Ivey,1,0
Casey Best,1,11
David V. Keyson,2,12
Elyon DeKoven,1,3
Istvan Albert,1,40
Ken Camarata,1,4
Laila Paganelli,1,2
Sean M. McNee,2,54
Shyong K. Lam,1,40
Stefan K&#252;ppers,1,1
Tamara Babaian,1,0
Tom Stocky,1,15
Robert G. Capra,1,0
Eugene Chen,1,2
Aaron Rosenberg,1,33
Alan Walendowski,3,53
Alison Sue,2,23
Allison D'Amour,1,32
Allison Farber,2,36
Amy Voida,5,93
Ann Marie Clark,1,11
Antti Pirhonen,1,65
Asta Glatzer,1,20
Atsushi Fukayama,1,22
Barbara Freeman,2,8
Ben Piper,3,59
Carlo Ratti,1,56
Choon Hong Peck,2,64
Christopher Hibbeln,1,11
Christopher Holguin,1,65
Christopher Sung,1,11
Curtis Wong,2,42
Dave Kong,1,56
David Getty,2,8
David Pinelle,2,32
Dipti Ranganthan,1,49
Elizabeth Veinott,1,32
Ethan Phelps-Goodman,1,29
Eva Jettmar,1,1
Gary Zamchick,1,33
James M. Hudson,3,86
Jessica McMackin,1,6
Josh Bers,1,5
Karen Syrjala,1,11
Kate L. Shaw,1,46
Kenneth Carey,1,7
Linda Stone,1,11
Litza Stark,1,33
Malcolm Foster,1,22
Marilyn Hughes Blackmon,3,60
Mark Handel,2,42
Melora Zaner-Godsey,1,11
Michael McGuffin,1,65
Michelle E. Bayles,1,11
Michiel Bacchiani,1,33
Mika K&#228;ki,1,6
Pamela Schraedley,1,64
Paul Chandler,1,22
R. Matthews Wesson,1,11
Rishi Bhatnagar,2,56
Scott Lee Tiernan,1,20
Sean Uberoi Kelly,1,11
Sheilah Horman,1,11
Steve Bathiche,1,30
Steve Sutphen,1,16
Steven De Mar,1,20
Tim Diggins,1,81
Tim Muss,1,30
Yuichi Itoh,2,35
Zach Wright,1,50
Hartmut Obendorf,3,34
Yuxiang Zhu,2,1
Byunggon Yoo,1,0
Gregor McGlaun,2,2
Emilie W. Gould,2,0
Cristina Chisalita,1,0
Helmut Degen,1,1
David M. Krum,3,3
Peter Tarasewich,9,31
Hyunmo Kang,2,7
A. Fleming Seay,4,22
Aaron Adler,1,11
Adam Wieczorek,1,7
Al Gilman,1,10
Alan Haefele,1,9
Ali Ndiwalana,2,3
Alice Oh,1,11
Andrea Lockerd,4,60
Andries Burger,1,1
Anette Steel,2,5
Angela Garabet,2,5
Ann E. Kelly,1,1
Anna Marie Dirks,1,8
Anne Gilman,1,1
Anthony Hughes,1,4
Anusha Dandapani,1,0
Asami Miyajima,2,19
Asbj&#248;rn F&#248;lstad,1,3
Ashley Gadd,1,3
Beth Weinstein,1,1
Bhiru Shelat,1,7
Bj&#246;rn Schuller,2,2
Brenda Hopkins-Moore,1,1
Bruce Balentine,1,0
Bruce Wilde,1,1
C. M. Chewar,2,3
Calum Benson,2,22
Camilla Abnett,1,3
Cassandra Holmes,1,1
Catherine Vaucelle,2,12
Charles Kukla,2,31
Che King Leo,1,5
Chen Xinlei,1,4
Chika Oshima,1,1
Chris Farah,1,7
Christoph Kunz,1,4
Clair O'Malley,1,3
Clifford I. Nass I. Clifford I. Nass,1,8
Coreena P. Chen,1,17
Corey D. Chandler,1,4
Craig Chariton,1,1
Cynthia Schlag,1,0
D. Mogilev,1,10
Dana Campbell,1,1
Daniel B. Horn,4,19
Daniel Wigdor,6,93
Danielle Gobert,1,0
David Hurley,2,26
David Modjeska,1,1
David Tessendorf,1,3
Diane Maloney-Krichmar,1,0
Diego S. Maranan,1,36
Doug van Duyne,1,0
Dugald Ralph Hutchings,4,17
Duncan Cavens,1,10
Dzmitry Aliakseyeu,2,33
Elliot Solloway,1,0
Eric Harris,1,9
Erik Hofer,1,8
Ernesto Arroyo,6,40
Etienne Pelaprat,1,0
Farhan Mohamed,1,1
Florian Mueller Mueller,1,18
Florian N. Egger,2,35
Florian Vollmer,1,2
Fr&#233;dr&#233;ric Bourgeois,1,12
Ganesh Panchanathan,1,0
Gary Marsen,1,1
George Ryon,1,1
Gerald H&#228;ubl,1,0
Gloria Lo,1,4
H&#229;kan Edeholt,1,3
Hauke Ernst,2,1
Heike Schaumburg,2,14
Henry Newton Dunn,1,0
Herbert A. Myer,1,1
Holger T. Regenbrecht,1,11
Howard Tamler,1,0
Inger Ekman,1,1
Isabelle De Ridder,1,1
Ivo Weevers,2,39
Ivo van Es,1,3
J. Pair,1,10
James "Bo" Begole,1,2
Jan &#197;str&#246;m,1,7
Jeanine K. Stefanucci,1,3
Jeff Michaud,1,11
Jeff Wampler,1,1
Jennifer Beaudin,2,11
Jennifer Hagman,4,38
Jens Riegelsberger,6,44
Jisoo Park,3,24
John S. An,1,6
John Skidgel,1,0
Jon Pryor,1,3
Jonathon Phillips,1,3
Juan Pablo Pablo Hourcade,1,1
Juan Casares,3,3
Judith S. Olsen,1,6
K. Kiyokawa,1,10
Kaijen Hsiao,1,5
Kara Coyne,1,3
Karen Carroll,1,0
Karen Medina,1,9
Karla Geiss,1,0
Karri-Pekka Laakso,1,8
Kathleen Luchini,4,30
Kaushal Kurapati,1,7
Kenji Oka,2,18
Kirsten Swearingen,3,216
Korin Werner,1,0
Krista Coleman,1,0
Kyle Reese,1,7
Lalya Gaye,6,21
Lana Karasik,1,6
Laurent Denoue,5,22
Lisa Chan,1,0
Liz Allgar,1,9
Lizette de Wet,1,1
Marc Bo&#246;hler,1,0
Marcus Gosling,1,3
Marion Walton,2,3
Mark Blythe,5,57
Martijn Schuemie,2,2
Martin Johansson,1,3
Matt Barranca,1,0
Matthew Karau,2,10
Matthew Seegmiller,1,4
Matthew Tarpy,2,0
